ConstituentID,Nationality
351111,American
351112,American
351113,American
351114,American
351115,American
351116,American
351117,American
351118,American
351119,American
351120,American
351121,American
343472,American
343473,American
343474,American
343475,American
343476,American
343477,American
343478,American
343479,American
343480,American
343481,American
343482,American
343483,American
343484,American
343485,American
343486,American
343487,American
343488,American
343489,American
343490,American
343491,American
343492,American
343493,American
343494,American
343495,American
343496,American
343497,American
343498,American
343499,American
343500,American
343501,American
343502,American
343503,American
343504,American
343505,American
343506,American
343507,American
343508,American
343509,American
343510,American
343511,American
343512,American
343513,American
343514,American
343515,American
343516,American
343517,American
343518,American
343519,American
343520,American
343521,American
343522,American
343523,American
343524,American
343525,American
343526,American
343527,American
343528,American
343529,American
343530,American
343531,American
343532,American
343533,American
343534,American
343535,American
343536,American
343537,American
343538,American
343539,American
343540,American
343541,American
343542,American
343543,American
343544,American
343545,American
343547,American
343548,American
343549,American
343550,American
343551,American
343552,American
343553,American
343554,American
343555,American
343556,American
343557,American
343558,American
343559,American
343560,American
343561,American
343562,American
343563,American
343564,American
343565,American
343566,American
343567,American
343568,American
343569,American
343570,American
343571,American
343572,American
343573,American
343574,American
343575,American
343576,American
343577,American
343578,American
343579,American
343580,American
343581,American
343582,American
343584,American
343585,American
343586,American
343587,American
343588,American
343589,American
343590,American
343591,American
343592,American
343593,American
343594,American
343595,American
343596,American
343597,American
343598,American
343599,American
343600,American
343601,American
343602,American
343603,American
343604,American
343605,American
343606,American
343607,American
343608,American
343609,American
343610,American
343611,American
343612,American
343613,American
343614,American
343615,American
343616,American
343617,American
343618,American
343619,American
343620,American
343621,American
343622,American
343623,American
343624,American
343625,American
343626,American
343627,American
343628,American
343629,American
343630,American
343631,American
343632,American
343633,American
343634,American
343636,American
343637,American
343638,American
343639,American
343641,American
343642,American
343643,American
343644,American
343645,American
343646,American
343647,American
343648,American
343649,American
343650,American
343651,American
343652,American
343653,American
343654,American
343655,American
343656,American
343657,American
343658,American
343659,American
343660,American
343661,American
343662,American
343664,American
343665,American
343666,American
343667,American
343668,American
343669,American
343670,American
343671,American
343672,American
343673,American
343674,American
343675,American
343676,American
343677,American
343678,American
343679,American
343680,American
343681,American
343682,American
343683,American
343684,American
343685,American
343686,American
343688,American
343689,American
343690,American
343691,American
343692,American
343693,American
343694,American
343695,American
343696,American
343697,American
343698,American
343699,American
343700,American
343701,American
343702,American
343703,American
343704,American
343705,American
343706,American
343707,American
343708,American
343709,American
343710,American
343711,American
343712,American
343713,American
343714,American
343715,American
343716,American
343717,American
343718,American
343719,American
343720,American
343721,American
343722,American
343723,American
343724,American
343725,American
343726,American
343727,American
343728,American
343729,American
343730,American
343731,American
343732,American
343733,American
343734,American
343735,American
343736,American
343738,American
343739,American
343740,American
343741,American
343742,American
343743,American
343744,American
343745,American
343746,American
343747,American
343748,American
343749,American
343750,American
343751,American
343752,American
343753,American
343754,American
343755,American
343756,American
343757,American
343758,American
343759,American
343760,American
343761,American
343762,American
343763,American
343764,American
343765,American
343766,American
343767,American
343768,American
351122,American
351123,American
351124,American
351125,American
351126,American
351127,American
351128,American
351129,American
351130,American
351131,American
351132,American
351133,American
351134,American
351135,American
351136,American
351137,American
351138,American
351139,American
351140,American
351141,American
351142,American
351143,American
351144,American
351145,American
351146,American
351147,American
351148,American
351149,American
351150,American
351151,American
351152,American
351153,American
351154,American
351155,American
351156,American
351157,American
351158,American
351159,American
351160,American
351161,American
351162,American
351163,American
351164,American
351165,American
351166,American
351167,American
351168,American
351169,American
351170,American
351171,American
351172,American
351173,American
351174,American
351175,American
351176,American
351177,American
351178,American
351179,American
351180,American
351181,American
351182,American
351183,American
351184,American
351185,American
351186,American
351187,American
351188,American
351189,American
351190,American
351191,American
351192,American
351193,American
351194,American
351195,American
351196,American
351197,American
351198,American
351199,American
351200,American
351201,American
351202,American
351203,American
351204,American
351205,American
351206,American
351207,American
351208,American
351209,American
351210,American
351211,American
351212,American
351213,American
351214,American
351215,American
351216,American
351217,American
351218,American
351219,American
351220,American
351221,American
351222,American
351223,American
351224,American
351225,American
351226,American
351227,American
351228,American
351229,American
351230,American
351231,American
351232,American
351233,American
351234,American
351235,American
351236,American
351237,American
351238,American
351239,American
351240,American
351241,American
351242,American
351243,American
351244,American
351245,American
351246,American
351247,American
351248,American
351249,American
351250,American
351251,American
351252,American
351253,American
351254,American
351255,American
351256,American
351257,American
351258,American
351259,American
351260,American
351261,American
351262,American
351263,American
351264,American
351266,American
351267,American
351268,American
351269,American
351270,American
351271,American
351272,American
351273,American
351274,American
351275,American
351276,American
351277,American
351278,American
351279,American
351280,American
351281,American
351282,American
351283,American
351284,American
351285,American
351286,American
351287,American
351288,American
351289,American
351290,American
351291,American
351292,American
351293,American
351294,American
351295,American
351296,American
351297,American
351298,American
351299,American
351300,American
351301,American
351302,American
351303,American
351304,American
351305,American
351306,American
351307,American
351308,American
351309,American
351310,American
351311,American
351312,American
351313,American
351314,American
351315,American
351316,American
351317,American
351318,American
351319,American
351320,American
351321,American
351322,American
351323,American
351324,American
351325,American
351326,American
351327,American
351328,American
351329,American
351330,American
351331,American
351332,American
351333,American
351334,American
351335,American
351336,American
351337,American
351339,American
351340,American
351341,American
351342,American
351343,American
351344,American
351345,American
351346,American
351347,American
351348,American
351349,American
351350,American
351351,American
351352,American
351353,American
351354,American
351355,American
351356,American
351357,American
351358,American
351359,American
351360,American
351361,American
351362,American
351363,American
351364,American
351365,American
351366,American
351367,American
351368,American
351369,American
351370,American
351371,American
351372,American
351373,American
351375,American
351376,American
351377,American
351378,American
351379,American
351380,American
351381,American
351382,American
351383,American
351384,American
351385,American
351386,American
351387,American
351388,American
351389,American
351390,American
351391,American
351392,American
351393,American
351394,American
351395,American
351396,American
351397,American
351398,American
351399,American
351400,American
351401,American
351402,American
351403,American
351404,American
351405,American
351406,American
351407,American
351408,American
351409,American
351410,American
351411,American
351412,American
351413,American
351414,American
351415,American
351416,American
351417,American
351418,American
351420,American
351421,American
351422,American
351423,American
351424,American
351425,American
351426,American
351427,American
351428,American
351429,American
351430,American
351431,American
351432,American
351433,American
351434,American
351435,American
351436,American
351437,American
351438,American
351439,American
351440,American
351441,American
351442,American
351443,American
351444,American
351445,American
351446,American
351447,American
351448,American
351449,American
351450,American
351451,American
351452,American
351453,American
351454,American
351455,American
351456,American
351457,American
351458,American
351459,American
351460,American
351461,American
351462,American
351463,American
351464,American
351465,American
351466,American
351467,American
351468,American
351469,American
351470,American
351471,American
351472,American
351473,American
351474,American
351475,American
351476,American
351477,American
351479,American
351480,American
351481,American
351482,American
351483,American
351484,American
351485,American
351486,American
351487,American
351488,American
351490,American
351491,American
351492,American
351493,American
351494,American
351495,American
351496,American
351497,American
351498,American
351499,American
351500,American
351501,American
351502,American
351503,American
351504,American
351505,American
351506,American
351507,American
351508,American
351509,American
351510,American
351511,American
351512,American
351513,American
351514,American
351515,American
351516,American
351517,American
351518,American
351519,American
351520,American
351521,American
351522,American
351523,American
351524,American
351525,American
351526,American
351527,American
351528,American
351529,American
351530,American
351531,American
351532,American
351533,American
351534,American
351535,American
351536,American
351537,American
351538,American
351539,American
351542,American
351543,American
351544,American
351545,American
351546,American
351547,American
351548,American
351549,American
351550,American
351551,American
351552,American
351553,American
351554,American
351555,American
351556,American
351557,American
351558,American
351559,American
351560,American
351561,American
351562,American
351563,American
351564,American
351565,American
351566,American
351567,American
351568,American
351569,American
351570,American
351571,American
351572,American
351573,American
351574,American
351575,American
351576,American
351577,American
351578,American
351579,American
351580,American
351581,American
351582,American
351583,American
351584,American
351585,American
351586,American
351587,American
351588,American
351589,American
351591,American
351592,American
351593,American
351594,American
351595,American
351596,American
351597,American
351598,American
351599,American
351600,American
351601,American
351602,American
351603,American
351604,American
351605,American
351606,American
351607,American
351608,American
351609,American
351610,American
351611,American
351612,American
351613,American
351614,American
351615,American
351616,American
351617,American
351618,American
351619,American
351620,American
351621,American
351622,American
351623,American
351624,American
351625,American
351626,American
351627,American
351628,American
351629,American
351630,American
351631,American
351632,American
351633,American
351634,American
351635,American
351636,American
351637,American
351638,American
351639,American
351641,American
351642,American
351643,American
351644,American
351645,American
351646,American
351647,American
351648,American
351649,American
351650,American
351651,American
351652,American
351653,American
351654,American
351655,American
351656,American
351657,American
351658,American
351659,American
351660,American
351661,American
351662,American
351663,American
351664,American
351665,American
351666,American
351667,American
351668,American
351669,American
351670,American
351671,American
351672,American
351673,American
351674,American
351675,American
351676,American
351677,American
351678,American
351679,American
351680,American
351681,American
351682,American
351683,American
351684,American
351685,American
351686,American
351687,American
351688,American
351689,American
351690,American
351691,American
351692,American
351693,American
351694,American
351695,American
351696,American
351697,American
351698,American
351699,American
351700,American
351701,American
351702,American
351703,American
351704,American
351705,American
351706,American
351707,American
351708,American
351709,American
351710,American
351711,American
343769,American
343770,American
343771,American
343772,American
343773,American
343774,American
343775,American
343776,American
343777,American
343778,American
343779,American
343780,American
343781,American
343782,American
343783,American
343784,American
343785,American
343786,American
343787,American
343788,American
343789,American
343790,American
343791,American
343792,American
343794,American
343795,American
343797,American
343798,American
343799,American
343800,American
343801,American
343802,American
343803,American
343804,American
343805,American
343807,American
343808,American
343809,American
343810,American
343811,American
343812,American
343813,American
343814,American
343815,American
343816,American
343817,American
343818,American
343819,American
343820,American
343821,American
343822,American
343823,American
343824,American
343825,American
343826,American
343827,American
343828,American
343829,American
343830,American
343831,American
343832,American
343833,American
343834,American
343835,American
343836,American
343837,American
343838,American
343839,American
343840,American
343841,American
343842,American
343843,American
343844,American
343846,American
343847,American
343848,American
343849,American
343850,American
343851,American
343852,American
343853,American
343854,American
343855,American
343856,American
343857,American
343858,American
343859,American
343861,American
343862,American
343863,American
343864,American
343865,American
343866,American
343867,American
343868,American
343869,American
343870,American
343871,American
343873,American
343874,American
343875,American
343876,American
343877,American
343878,American
343879,American
343880,American
343881,American
343882,American
343883,American
343884,American
343886,American
343887,American
343888,American
343889,American
343890,American
343891,American
343892,American
343893,American
343894,American
343895,American
343896,American
343897,American
343898,American
343899,American
343900,American
343901,American
343902,American
343903,American
343904,American
343905,American
343906,American
343907,American
343909,American
343910,American
343911,American
343912,American
343913,American
343914,American
343915,American
343916,American
343917,American
343918,American
343919,American
343920,American
343921,American
343922,American
343923,American
343924,American
343925,American
343926,American
343927,American
343928,American
343929,American
343930,American
343931,American
343933,American
343934,American
343935,American
343936,American
343937,American
343938,American
343939,American
343940,American
343941,American
343942,American
343943,American
343944,American
343945,American
343946,American
343947,American
343948,American
343949,American
343950,American
343951,American
343952,American
343953,American
343954,American
343956,American
343957,American
343958,American
343959,American
343960,American
343961,American
343962,American
343963,American
343964,American
343965,American
343966,American
343967,American
343968,American
343969,American
343970,American
343971,American
343972,American
343973,American
343974,American
343975,American
343976,American
343977,American
343978,American
343979,American
343980,American
343981,American
343982,American
343983,American
343984,American
343985,American
343986,American
343987,American
343988,American
343989,American
343990,American
343991,American
343992,American
343993,American
343994,American
343995,American
343996,American
343997,American
343998,American
343999,American
344000,American
344001,American
344002,American
344003,American
344004,American
344005,American
344006,American
344007,American
344008,American
344009,American
344011,American
344012,American
344013,American
344014,American
344015,American
344016,American
344017,American
344018,American
344019,American
344020,American
344021,American
344022,American
344023,American
344024,American
344025,American
344026,American
344027,American
344028,American
344029,American
344030,American
344031,American
344032,American
344034,American
344035,American
344036,American
344037,American
344038,American
344039,American
344040,American
344041,American
344042,American
344043,American
344044,American
344045,American
344046,American
344047,American
344048,American
344049,American
344050,American
344051,American
344052,American
344054,American
344055,American
344056,American
344057,American
344058,American
344059,American
344060,American
344061,American
344062,American
344063,American
344064,American
344065,American
344066,American
344067,American
344068,American
344069,American
344070,American
344071,American
351712,American
351713,American
351714,American
351715,American
351716,American
351717,American
351718,American
351719,American
351720,American
351721,American
351722,American
351723,American
351724,American
351725,American
351726,American
351727,American
351728,American
351729,American
351730,American
351731,American
351732,American
351733,American
351734,American
351735,American
351736,American
351737,American
351738,American
351739,American
351740,American
351741,American
351742,American
351743,American
351744,American
351745,American
351746,American
351747,American
351748,American
351749,American
351750,American
351751,American
351752,American
351753,American
351754,American
351755,American
351756,American
351757,American
351758,American
351759,American
351760,American
351761,American
351762,American
351763,American
351764,American
351765,American
351766,American
351767,American
351768,American
351769,American
351770,American
351771,American
351772,American
351773,American
351774,American
351775,American
351776,American
351777,American
351778,American
351779,American
351780,American
351781,American
351782,American
351783,American
351784,American
351786,American
351787,American
351788,American
351789,American
351790,American
351791,American
351792,American
351793,American
351794,American
351795,American
351796,American
351797,American
351798,American
351799,American
351800,American
351801,American
351802,American
351803,American
351804,American
351805,American
351806,American
351807,American
351808,American
351809,American
351810,American
351811,American
351812,American
351813,American
351814,American
351815,American
351816,American
351817,American
351818,American
351819,American
351820,American
351821,American
351822,American
351823,American
351824,American
351825,American
351826,American
351827,American
351828,American
351829,American
351830,American
351831,American
351832,American
351833,American
351834,American
351835,American
351836,American
351837,American
351838,American
351839,American
351840,American
351841,American
351842,American
351843,American
351844,American
351845,American
351846,American
351847,American
351848,American
351849,American
351850,American
351851,American
351852,American
351853,American
351854,American
351855,American
351856,American
351857,American
351858,American
351859,American
351860,American
351861,American
351862,American
351863,American
351864,American
351865,American
351866,American
351867,American
351868,American
351869,American
351870,American
351871,American
351872,American
351873,American
351874,American
351875,American
351876,American
351877,American
351878,American
351879,American
351880,American
351881,American
351882,American
351883,American
351884,American
351885,American
351886,American
351887,American
351888,American
351889,American
351890,American
351891,American
351892,American
351894,American
351895,American
351896,American
351897,American
351898,American
351899,American
351900,American
351901,American
351902,American
351903,American
351904,American
351905,American
351906,American
351907,American
351908,American
351909,American
351910,American
351911,American
351912,American
351913,American
351914,American
351915,American
351916,American
351917,American
351918,American
351919,American
351920,American
351921,American
351922,American
351923,American
351924,American
351925,American
351926,American
351927,American
351928,American
351929,American
351930,American
351931,American
351932,American
351933,American
351934,American
351935,American
351936,American
351937,American
351938,American
351939,American
351940,American
351941,American
351942,American
351943,American
351944,American
351945,American
351946,American
351947,American
351948,American
351949,American
351950,American
351951,American
351952,American
351953,American
351954,American
351955,American
351956,American
351957,American
351958,American
351960,American
351961,American
351962,American
351963,American
351964,American
351965,American
351966,American
351967,American
351968,American
351969,American
351970,American
351971,American
351972,American
351973,American
351974,American
351975,American
351976,American
351977,American
351978,American
351979,American
351980,American
351981,American
351982,American
351983,American
351984,American
351985,American
351986,American
351987,American
351988,American
352005,American
352015,American
352018,American
352019,American
352020,American
352022,American
352023,American
352024,American
352025,American
352027,American
352028,American
352029,American
352030,American
352031,American
352032,American
352033,American
352034,American
352035,American
352036,American
352037,American
352038,American
352039,English
352040,American
352041,American
352042,American
352043,American
352044,American
352045,American
352046,American
352047,American
352048,American
352049,American
352050,American
352051,American
352052,American
352053,American
352054,American
352055,American
352056,American
352057,American
352058,American
352059,American
352060,American
352061,American
352062,American
352063,American
352064,American
352065,American
352066,American
352067,American
352068,American
352069,American
352070,American
352071,American
352072,American
352073,American
352074,American
352075,American
352076,American
352077,American
352078,American
352079,American
352080,American
352081,American
352082,American
352083,American
352084,American
352085,American
352086,American
352087,Canadian
352088,American
352089,American
352090,American
352091,American
352092,American
352093,American
352095,American
352096,American
352097,American
352098,American
352099,American
352100,American
352101,American
352102,American
352103,American
352104,American
352106,American
352107,American
352108,American
352109,American
352110,American
352111,American
352112,American
352113,American
352114,American
352115,American
352116,American
352117,American
352118,American
352119,American
352120,American
352121,American
352122,American
352123,American
352124,American
352125,American
352126,American
352127,American
352128,American
352129,American
352130,American
352131,American
352132,American
352133,American
352134,American
352135,American
352136,American
352137,American
352138,American
352139,Canadian
352140,American
352141,American
352142,American
352143,American
352144,American
352145,American
352146,American
352147,American
352148,American
352150,American
352151,American
352152,American
352153,American
352154,American
352155,American
352156,American
352157,American
352158,American
352159,American
352160,American
352161,American
352162,American
352163,American
352164,American
352165,American
352166,American
352167,American
352168,American
352169,American
352170,American
352171,American
352172,American
352173,American
352174,American
352175,American
352176,American
352177,American
352178,American
352179,American
352180,American
352181,American
352182,American
352183,American
352184,American
352185,American
352186,American
352187,American
352188,American
352190,American
352191,American
352192,American
352193,American
352194,American
352195,American
352196,American
352197,American
352198,American
352199,American
352200,American
352201,American
352202,American
352203,American
352204,American
352205,American
352206,American
352207,American
352208,American
352209,American
352210,American
352211,American
352212,American
352213,American
352214,American
352215,American
352216,American
352217,American
352218,American
352219,American
352220,American
352221,American
352222,American
352223,American
352224,American
352225,American
352226,American
352227,American
352228,American
352229,American
352230,American
352231,American
352232,American
352233,American
352234,American
352235,American
352236,American
352237,American
352238,American
352239,American
352240,American
352241,American
352242,American
352243,American
352244,American
352245,American
352246,American
352247,American
352248,American
352249,American
352250,American
352251,American
352252,American
352253,American
352254,American
352255,American
352256,American
352257,American
352258,American
352259,American
352260,American
352261,American
352262,American
352263,American
352264,American
352265,American
352266,American
352267,American
352268,American
352269,American
352270,American
352271,American
352272,American
352273,American
352274,American
352275,Canadian
352276,American
352277,American
352278,American
352279,American
352280,American
352281,American
352282,American
352283,American
352284,American
352285,American
352286,American
352287,American
352288,American
352289,American
352290,American
352291,American
352292,American
352293,American
352294,American
352295,American
352296,American
352297,American
352298,American
352299,American
352300,American
352301,American
352302,American
352303,American
352304,American
352305,American
352306,American
352307,American
352308,American
352309,American
352310,American
352311,American
352312,American
352313,American
352314,American
352315,American
352316,American
352317,American
352318,American
352319,American
352320,American
352321,American
352323,American
352324,American
352325,American
352326,American
352327,American
352328,American
344072,American
344073,American
344075,American
344076,American
344077,American
344078,American
344079,American
344080,American
344081,American
344083,American
344084,American
344085,American
344086,American
344087,American
344088,American
344089,American
344090,American
344091,American
344092,American
344093,American
344094,American
344095,American
344096,American
344097,American
344098,American
344099,American
344100,American
344101,American
344102,American
344103,American
344104,American
344105,American
344106,American
344107,American
344108,American
344109,American
344110,American
344111,American
344112,American
344113,American
344114,American
344115,American
344116,American
344117,American
344118,American
344119,American
344121,American
344122,American
344123,American
344124,American
344125,American
344126,American
344127,American
344128,American
344129,American
344130,American
344131,American
344132,American
344133,American
344134,American
344135,American
344136,American
344137,American
344139,American
344140,American
344141,American
344142,American
344143,American
344144,American
344145,American
344146,American
344147,American
344148,American
344149,American
344150,American
344151,American
344152,American
344153,American
344154,American
344155,American
344156,American
344157,American
344158,American
344159,American
344160,American
344161,American
344162,American
344163,American
344164,American
344165,American
344167,American
344168,American
344169,American
344170,American
344171,American
344172,American
344173,American
344174,American
344175,American
344176,American
344177,American
344178,American
344179,American
344180,American
344181,American
344182,American
344183,American
344184,American
344185,American
344186,American
344187,American
344188,American
344189,American
344190,American
344191,American
344192,American
344193,American
344194,American
344195,American
344196,American
344197,American
344198,American
344199,American
344200,American
344201,American
344202,American
344203,American
344204,American
352502,American
352503,American
352504,American
352505,American
352506,American
352507,American
352508,American
352509,American
352511,American
352512,American
352513,American
352514,American
352515,American
352516,American
352517,American
352518,American
352519,American
352520,American
352521,American
352522,American
352523,American
352524,American
352525,American
352526,American
352527,American
352528,American
352529,American
352530,American
352531,American
352532,American
352533,American
352534,American
352535,American
352536,American
352537,American
352538,American
352539,American
352540,American
352541,American
352542,American
352543,American
352544,American
352545,American
352546,Canadian
352547,American
352548,American
352549,American
352550,American
352551,American
352552,American
352553,American
352554,American
352555,American
352556,American
352557,American
352558,American
352559,American
352560,American
352561,American
352562,American
352563,American
352564,American
352565,American
352566,American
352567,American
352568,American
352569,American
352570,American
352571,American
352572,American
352573,American
352574,American
352575,American
352576,American
352577,American
352578,American
352579,American
352580,Canadian
352581,American
352582,American
352583,Canadian
352584,American
352585,American
352586,American
352587,American
352588,American
352589,American
352590,American
352591,American
352592,American
352593,American
352594,American
352595,American
352596,American
352597,American
352598,American
352599,American
352600,American
352601,American
352603,American
352604,American
352605,American
352606,American
352607,American
352608,American
352609,American
352610,American
352611,American
352612,American
352613,American
352614,American
352615,American
352616,American
352617,American
352618,American
352619,American
352620,American
352621,American
352622,American
352623,American
352624,American
352625,American
352626,American
352627,American
352628,American
352629,American
352630,American
352631,American
352632,American
352633,American
352634,American
352635,American
352636,American
352637,American
352638,American
352639,American
352640,American
352641,American
352642,American
352643,American
352644,American
352645,American
352646,American
352647,American
352648,American
352649,American
352650,American
352651,American
352652,American
352653,American
352654,American
352655,American
352656,American
352657,American
352658,American
352659,American
352660,American
352661,American
352662,American
352663,American
352664,American
352665,American
352329,American
352330,American
352331,American
352332,American
352333,American
352334,American
352335,American
352336,American
352337,American
352338,American
352339,American
352340,American
352341,American
352342,American
352343,American
352345,American
352346,American
352347,American
352348,American
352349,American
352350,American
352351,American
352352,American
352353,American
352354,American
352355,American
352356,American
352357,American
352358,American
352359,American
352360,American
352361,American
352362,American
352363,American
352364,American
352365,American
352366,American
352367,American
352368,American
352369,American
352370,American
352371,American
352372,Canadian
352373,American
352374,American
352375,American
352376,American
352377,American
352378,American
352379,American
352380,American
352381,American
352382,American
352383,American
352384,American
352385,American
352386,American
352387,American
352388,American
352389,American
352390,American
352391,American
352392,American
352393,American
352394,American
352395,American
352396,American
352397,American
352398,American
352399,American
352400,American
352401,American
352402,American
352403,American
352404,American
352405,American
352406,American
352407,American
352408,American
352409,American
352410,American
352411,American
352412,American
352413,American
352414,American
352415,American
352416,American
352417,American
352418,American
352419,American
352420,American
352421,American
352422,American
352423,American
352424,American
352425,American
352426,American
352427,American
352428,American
352429,American
352430,American
352431,American
352432,American
352433,American
352434,American
352435,American
352436,American
352437,American
352438,American
352439,American
352440,American
352441,American
352442,American
352443,American
352444,American
352445,American
352446,American
352447,American
352448,American
352449,American
352450,American
352451,Canadian
352452,American
352453,American
352454,American
352455,American
352456,American
352457,American
352458,American
352459,American
352460,American
352461,American
352462,American
352463,American
352464,American
352465,American
352467,American
352468,American
352469,American
352470,American
352471,American
352472,American
352473,American
352474,American
352475,American
352476,American
352477,American
352478,American
352479,American
352480,American
352481,American
352482,American
352483,American
352484,American
352486,American
352487,American
352488,American
352489,American
352490,American
352491,American
352492,American
352493,American
352494,American
352495,American
352496,American
352497,American
352498,American
352499,American
352500,American
352501,American
353808,American
353809,American
353810,American
353811,American
353812,American
353813,American
353814,American
353815,American
353816,American
353817,American
353818,American
353819,Canadian
353820,American
353821,American
353822,American
353823,American
353824,American
353825,American
353826,American
353827,American
353828,American
353829,American
353830,Canadian
353831,American
353832,American
353833,American
353834,American
353835,American
353836,American
353837,American
353838,American
353839,American
353840,American
353841,American
353842,American
353843,American
353844,American
353845,American
353846,American
353847,American
353848,American
353849,American
353850,American
353851,American
353852,American
353853,American
353854,American
353855,American
353856,American
353857,American
353858,American
353859,American
353860,American
353861,American
353862,American
353863,American
353864,American
353865,American
353866,American
353867,American
353868,American
353869,American
353870,American
353871,American
353872,American
353873,American
353874,American
353875,American
353877,American
353879,American
353880,American
353881,American
353882,American
353883,American
353884,American
353885,American
353886,American
353887,American
353888,American
353889,American
353890,American
353891,American
353892,American
353893,American
353894,American
353895,American
353896,American
353897,American
353898,American
353899,American
353900,American
353901,American
353902,American
353903,American
353904,American
353905,American
353906,American
353907,American
353908,American
353909,American
353910,American
353911,American
353912,American
353913,American
353914,American
353915,American
353916,American
353917,American
353918,American
353919,American
353920,American
353921,American
353922,American
353923,American
353924,American
353925,American
353926,American
353927,American
353928,American
353929,American
353930,American
353931,American
353932,American
353933,American
353934,American
353935,American
353936,American
353937,American
353938,American
353939,American
353940,American
353941,American
353942,American
353943,American
353944,American
353945,American
353946,American
353947,American
353948,American
353949,American
353950,American
353951,American
353952,American
353953,American
353954,American
353955,American
353956,American
353957,American
353958,American
353959,American
353960,American
353961,American
353962,American
353963,Canadian
353964,American
353965,American
353966,American
353967,American
353968,American
353969,American
353970,American
353971,American
353972,American
353973,American
353974,American
353975,American
353976,American
353977,American
353978,American
353979,American
353980,American
353981,American
353982,American
353983,American
353984,American
353985,American
353986,American
353987,American
353988,American
353989,American
353990,American
353991,American
353992,American
353993,American
353994,American
353995,American
353996,American
353997,American
353998,American
353999,American
354000,American
354001,American
354002,American
354003,American
354004,American
354005,American
354006,American
354007,American
354008,American
354009,American
354010,American
354011,American
354012,American
354013,American
354014,American
354015,American
354016,American
354017,American
354018,American
354019,American
354020,American
354021,American
354022,American
354023,American
354024,American
354025,American
354026,American
354027,American
354028,American
354029,American
354030,American
354031,American
354032,American
354033,American
354034,American
354035,American
354036,American
354037,American
354038,American
354039,American
354040,American
354041,American
354042,American
354043,American
354044,American
354045,American
354046,American
354047,American
354048,American
354049,American
354050,American
354051,American
354052,American
354053,American
354054,American
354055,American
354056,American
354057,American
354058,American
354059,American
354060,American
354061,American
354062,American
354063,American
354064,American
354065,American
354066,American
354067,American
354068,American
354069,American
354070,American
354071,American
354072,American
354073,American
354074,American
354075,American
354076,American
354077,American
354078,American
354079,American
354080,American
354081,American
354082,American
354083,American
354084,American
354085,American
354086,American
354087,American
354088,American
354089,American
354090,American
354091,American
354092,American
354093,American
354094,American
354095,American
354096,American
354097,American
354098,American
354099,American
354100,American
354101,American
354102,American
354103,American
354104,American
354105,American
354106,American
354107,American
354108,American
354109,American
354110,American
354111,American
354112,American
354113,American
354114,American
354115,American
354116,American
354117,American
354118,American
354119,American
354120,American
354121,American
354122,American
354123,American
354124,American
354125,American
354126,American
354127,American
354128,American
354129,American
354130,American
354132,American
354133,American
354134,American
354135,American
354136,American
354137,American
354138,American
354139,American
354140,American
354141,American
354142,American
354143,American
354144,American
354145,American
354146,American
354147,American
354148,American
354149,American
354150,American
354151,American
354152,American
354153,American
354154,American
354155,American
354156,American
354158,American
354159,American
354160,American
354161,American
354162,American
354163,American
354164,American
354165,American
354166,American
354167,American
354168,American
354169,American
354170,American
354171,American
354172,American
354173,American
354174,American
354175,American
354176,American
354177,American
354178,American
354179,American
354180,American
354181,American
354182,American
354183,American
354184,American
354185,American
354186,American
354187,American
354188,American
354189,American
354190,American
354191,American
354192,American
354193,American
354194,American
354195,American
354196,American
354197,American
354198,American
354199,American
354200,American
354201,American
354202,American
354203,American
354204,American
354205,American
354206,American
354207,American
354208,American
354209,American
354210,American
354211,American
354212,American
354213,American
354214,American
354215,American
354216,American
354217,American
354218,American
354219,American
354220,American
354221,American
354222,American
354223,American
354224,American
354225,American
354226,American
354227,American
354228,American
354229,American
354230,American
354231,American
354232,American
354233,American
354234,American
354235,American
354236,American
354237,American
354238,American
354239,American
354240,American
354241,American
354242,American
354243,American
354244,American
354245,American
354247,American
354248,American
354249,American
354250,American
354251,American
354252,American
354253,American
354254,American
354255,American
354256,American
354257,American
354258,American
354259,American
354260,American
354261,American
354262,American
354263,American
354264,American
354265,American
354266,American
354267,American
354268,American
354269,American
354270,American
354271,American
354272,American
354273,American
354274,American
354275,American
354276,American
354277,American
354278,American
354279,American
354280,American
354281,American
354282,American
354283,American
354284,American
354285,American
354286,American
354288,American
354289,American
354290,American
354291,American
354292,American
354293,American
354294,American
354295,American
354296,American
354297,American
354298,American
354299,American
354300,American
354301,American
354302,American
354304,American
354305,American
354306,American
354307,American
354308,American
354309,American
354310,American
354311,American
354312,American
354313,American
354314,American
354315,American
354316,American
354317,American
354318,American
354319,American
354320,American
354321,American
354322,American
354323,American
354324,American
354325,American
354326,American
354327,American
354328,American
354329,American
354330,American
354331,American
354332,American
354333,American
354334,American
354335,American
354336,American
354337,American
354338,American
354339,American
354340,American
354341,American
354342,American
354343,American
354344,American
354345,American
354346,American
354347,American
354348,American
354349,American
354350,American
354351,American
354352,American
354353,American
354354,American
354355,American
354356,American
354357,American
354358,American
354359,American
354360,American
354361,American
354362,American
354363,American
354364,American
354365,American
354366,American
354367,American
354368,American
354369,American
354370,American
354371,American
354372,American
354373,American
354374,American
354375,American
354376,American
354377,American
354378,American
354379,American
354380,American
354381,American
354382,American
354383,American
354384,American
354385,American
354386,American
354387,American
354388,American
354389,American
354390,American
354391,American
354392,American
354393,American
354394,American
